book_id,book_name,author,rating,review_count,price,description,listening_time_raw,listening_minutes,genres,primary_genre,genre_count,weighted_rating,search_text,source,title_key,author_key
3552,Maalgudi Ki Kahaniyan [Stories of Malgudi],R.K. Narayan,4.3,118.0,836.0,Indian short stories offer readers an authentic peek into the various aspects of Indian life. The ones that have been written by R. K. Narayan stand out in the large collections of Indian short tales available.,10 hours and 55 minutes,655.0,Fiction Short Stories | Short Stories,Fiction Short Stories,2,4.430710746453253,Maalgudi Ki Kahaniyan [Stories of Malgudi] R.K. Narayan Fiction Short Stories Short Stories Indian short stories offer readers an authentic peek into the various aspects of Indian life. The ones that have been written by R. K. Narayan stand out in the large collections of Indian short tales available.,both datasets,maalgudi ki kahaniyan stories of malgudi,r k narayan
3553,McMafia: Seriously Organised Crime,Misha Glenny,4.3,118.0,820.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.430710746453253,"McMafia: Seriously Organised Crime Misha Glenny Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",both datasets,mcmafia seriously organised crime,misha glenny
3554,The Sisters Grimm,Menna van Praag,4.3,118.0,1093.0,,,,,,0,4.430710746453253,The Sisters Grimm Menna van Praag,catalog only,the sisters grimm,menna van praag
3555,The Bible Book,DK,4.6,117.0,1093.0,"Learn more about the ideas and beliefs key to the teachings of the most widely printed religious book of all time in this perfect introduction to The Bible, narrated by Mark Elstob.",16 hours and 37 minutes,997.0,Bible Study Guides | Christianity,Bible Study Guides,2,4.480754369672647,"The Bible Book DK Bible Study Guides Christianity Learn more about the ideas and beliefs key to the teachings of the most widely printed religious book of all time in this perfect introduction to The Bible, narrated by Mark Elstob.",advanced only,the bible book,dk
3556,The Power of Bad: And How to Overcome It,John Tierney,4.5,117.0,888.0,,,,,,0,4.464135051490829,The Power of Bad: And How to Overcome It John Tierney,catalog only,the power of bad and how to overcome it,john tierney
3557,Human + Machine: Reimagining Work in the Age of AI,Paul R. Daugherty,4.4,117.0,668.0,,,,,,0,4.447515733309011,Human + Machine: Reimagining Work in the Age of AI Paul R. Daugherty,catalog only,human machine reimagining work in the age of ai,paul r daugherty
3558,"Investment Banking (3rd Edition): Valuation, LBOs, M&A, and IPOs",Joshua Rosenbaum,4.4,117.0,1055.0,"In the constantly evolving world of finance, a solid technical foundation is an essential tool for success. Until the welcomed arrival of authors Josh Rosenbaum and Josh Pearl, no one had taken the time to properly codify the lifeblood of the corporate financier's work - namely, valuation, through all of the essential lenses of an investment banker. With the release of Investment Banking, Third Edition: Valuation, Leveraged Buyouts, and Mergers & Acquisitions, Rosenbaum and Pearl once again have created the definitive guide that they wish had existed when they were trying to break into Wall Street. It includes both the technical valuation fundamentals as well as practical judgment skills and perspective to help guide the science. This audiobook focuses on the primary valuation methodologies currently used on Wall Street: comparable companies analysis, precedent transactions analysis, discounted cash flow analysis, and leveraged buyout analysis. With the new fully revised edition, they have added the most comprehensive, rigorous set of intuition-building and problem-solving ancillaries anywhere, all of which promise to become essential, knowledge enhancing tools for professionals, professors, and students.",14 hours and 15 minutes,855.0,Corporate Finance | Business & Careers | Analysis & Strategy,Corporate Finance,3,4.447515733309011,"Investment Banking (3rd Edition): Valuation, LBOs, M&A, and IPOs Joshua Rosenbaum Corporate Finance Business & Careers Analysis & Strategy In the constantly evolving world of finance, a solid technical foundation is an essential tool for success. Until the welcomed arrival of authors Josh Rosenbaum and Josh Pearl, no one had taken the time to properly codify the lifeblood of the corporate financier's work - namely, valuation, through all of the essential lenses of an investment banker. With the release of Investment Banking, Third Edition: Valuation, Leveraged Buyouts, and Mergers & Acquisitions, Rosenbaum and Pearl once again have created the definitive guide that they wish had existed when they were trying to break into Wall Street. It includes both the technical valuation fundamentals as well as practical judgment skills and perspective to help guide the science. This audiobook focuses on the primary valuation methodologies currently used on Wall Street: comparable companies analysis, precedent transactions analysis, discounted cash flow analysis, and leveraged buyout analysis. With the new fully revised edition, they have added the most comprehensive, rigorous set of intuition-building and problem-solving ancillaries anywhere, all of which promise to become essential, knowledge enhancing tools for professionals, professors, and students.",both datasets,investment banking 3rd edition valuation lbos m and a and ipos,joshua rosenbaum
3559,Quantum Healing: Exploring the Frontiers of Mind/Body Medicine,Deepak Chopra MD,4.4,117.0,326.0,"Dr. Deepak Chopra, a respected New England endocrinologist, began his search for answers when he saw patients in his own practice who completely recovered after being given only a few months to live. In the mid-1980s he returned to his native India to explore Ayurveda, humanities most ancient healing tradition. Now he has combined the current research of Western medicine, neuroscience, and physics with the insights of Ayurvedic theory to show that the human body is controlled by a ""network of intelligence"" grounded in quantum reality.",55 minutes,55.0,Naturopathy | Unexplained Mysteries | Ageing Health,Naturopathy,3,4.447515733309011,"Quantum Healing: Exploring the Frontiers of Mind/Body Medicine Deepak Chopra MD Naturopathy Unexplained Mysteries Ageing Health Dr. Deepak Chopra, a respected New England endocrinologist, began his search for answers when he saw patients in his own practice who completely recovered after being given only a few months to live. In the mid-1980s he returned to his native India to explore Ayurveda, humanities most ancient healing tradition. Now he has combined the current research of Western medicine, neuroscience, and physics with the insights of Ayurvedic theory to show that the human body is controlled by a ""network of intelligence"" grounded in quantum reality.",both datasets,quantum healing exploring the frontiers of mind body medicine,deepak chopra md
3560,Stealing Beauty: Publisher's Pack,Julia Sykes,4.4,117.0,1005.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.447515733309011,"Stealing Beauty: Publisher's Pack Julia Sykes Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",both datasets,stealing beauty publisher s pack,julia sykes
3561,Lorna Doone [Naxos],R. D. Blackmore,4.3,117.0,937.0,"The Doones are a clan of murdering thieves, and among their victims is John Ridd's father. The strong, noble Ridd determines to avenge his father's death; but his plans are complicated when he falls in love with one of the hated family - the beautiful Lorna. Lorna is promised against her will to another; and that other will not let her go lightly.",-1,,,,0,4.430896415127193,"Lorna Doone [Naxos] R. D. Blackmore The Doones are a clan of murdering thieves, and among their victims is John Ridd's father. The strong, noble Ridd determines to avenge his father's death; but his plans are complicated when he falls in love with one of the hated family - the beautiful Lorna. Lorna is promised against her will to another; and that other will not let her go lightly.",both datasets,lorna doone naxos,r d blackmore
3562,The Book of Hygge: The Danish Art of Living Well,Louisa Thomsen Brits,4.3,117.0,615.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.430896415127193,"The Book of Hygge: The Danish Art of Living Well Louisa Thomsen Brits Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",both datasets,the book of hygge the danish art of living well,louisa thomsen brits
3563,The Heatwave,Kate Riordan,4.3,117.0,888.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.430896415127193,"The Heatwave Kate Riordan Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",both datasets,the heatwave,kate riordan
3564,Reversing Diabetes: Discover the Natural Way to Take Control of Type 2 Diabetes,Don Colbert,4.2,117.0,653.0,,,,,,0,4.414277096945375,Reversing Diabetes: Discover the Natural Way to Take Control of Type 2 Diabetes Don Colbert,catalog only,reversing diabetes discover the natural way to take control of type 2 diabetes,don colbert
